MD (m RKB),Inc (deg),Azim (deg),TVD (m RKB),X-Offset (m),Y-Offset (m),UTM E/W (m),UTM N/S (m),DLS (deg/30m),WELL_NAME
3418,24.7,13.7,2670.73,-1366.707,679.087,436133.614,6478559.428,0.2,15-9-19-A
3447,24.8,12.9,2697.07,-1363.915,690.902,436136.406,6478571.239,0.36,15-9-19-A
3477,24.7,13.4,2724.31,-1361.057,703.132,436139.262,6478583.465,0.23,15-9-19-A
3505,24.2,13.8,2749.8,-1358.333,714.397,436141.986,6478594.725,0.56,15-9-19-A
3533,23.7,12.4,2775.39,-1355.755,725.466,436144.562,6478605.791,0.81,15-9-19-A
3562,23.4,11.1,2801.98,-1353.395,736.809,436146.921,6478617.13,0.62,15-9-19-A
3592,22.3,11.6,2829.62,-1351.104,748.231,436149.212,6478628.548,1.12,15-9-19-A
3615,21.3,9.6,2850.98,-1349.529,756.625,436150.786,6478636.939,1.62,15-9-19-A
3632,20.7,9.1,2866.85,-1348.539,762.636,436151.776,6478642.948,1.11,15-9-19-A
3657,24,18.2,2889.97,-1346.251,771.834,436154.063,6478652.142,5.73,15-9-19-A
3678,23.4,23.5,2909.2,-1343.254,779.716,436157.059,6478660.022,3.16,15-9-19-A
3707,25,28.3,2935.66,-1338.052,790.395,436162.259,6478670.696,2.62,15-9-19-A
3721,26.6,30.2,2948.26,-1335.072,795.709,436165.238,6478676.009,3.86,15-9-19-A
3736,26.8,31.2,2961.66,-1331.631,801.504,436168.677,6478681.801,0.98,15-9-19-A
3765,26.8,33.1,2987.55,-1324.674,812.573,436175.632,6478692.867,0.89,15-9-19-A
3794,27.5,34.6,3013.35,-1317.302,823.561,436183.002,6478703.851,1.01,15-9-19-A
3823,26.1,34.2,3039.24,-1309.914,834.349,436190.387,6478714.635,1.46,15-9-19-A
3852,25.5,34.7,3065.35,-1302.775,844.757,436197.524,6478725.04,0.66,15-9-19-A
3882,25.6,33.3,3092.41,-1295.54,855.483,436204.756,6478735.762,0.61,15-9-19-A
3911,25.6,33.8,3118.57,-1288.615,865.926,436211.679,6478746.201,0.22,15-9-19-A
3939,25.7,33.9,3143.81,-1281.864,875.992,436218.428,6478756.264,0.12,15-9-19-A
3968,25.9,32.9,3169.92,-1274.916,886.529,436225.373,6478766.797,0.5,15-9-19-A
3997,25.9,32.5,3196,-1268.073,897.189,436232.214,6478777.453,0.18,15-9-19-A
4025,25.6,32.2,3221.22,-1261.564,907.465,436238.721,6478787.726,0.35,15-9-19-A
4084,22.5,29.6,3275.1,-1249.192,928.073,436251.088,6478808.326,1.67,15-9-19-A
4111,21.6,27.9,3300.12,-1244.314,936.957,436255.964,6478817.207,1.23,15-9-19-A
4131,21.6,27.9,3318.72,-1240.869,943.464,436259.408,6478823.712,0,15-9-19-A
109,0,0,109,7.02,6.89,437506.858,6477887.468,0,15-9-19-BT2
122.95,0.07,171.71,122.96,6.99,6.84,437506.828,6477887.418,0.15,15-9-19-BT2
133,0.08,251.27,132.98,6.99,6.82,437506.828,6477887.398,0.29,15-9-19-BT2
142.96,0.08,250.91,142.96,7.01,6.81,437506.848,6477887.388,0,15-9-19-BT2
152.93,0.09,231.59,152.91,7.03,6.79,437506.868,6477887.368,0.09,15-9-19-BT2
162.98,0.04,245.01,162.96,7.07,6.75,437506.908,6477887.328,0.16,15-9-19-BT2
173,0.13,210.73,173,7.09,6.7,437506.928,6477887.278,0.3,15-9-19-BT2
182.94,0.06,189.55,182.92,7.1,6.62,437506.938,6477887.198,0.23,15-9-19-BT2
192.92,0.18,247.57,192.92,7.08,6.55,437506.918,6477887.128,0.47,15-9-19-BT2
202.92,0.18,250.22,202.91,7.05,6.52,437506.888,6477887.098,0.02,15-9-19-BT2
212.94,0.15,237.38,212.93,7.02,6.53,437506.858,6477887.108,0.14,15-9-19-BT2
222.95,0.21,250.26,222.94,6.98,6.51,437506.818,6477887.088,0.22,15-9-19-BT2
233,0.21,261.92,232.99,6.94,6.51,437506.778,6477887.088,0.13,15-9-19-BT2
242.98,0.21,264.03,242.97,6.91,6.5,437506.748,6477887.078,0.02,15-9-19-BT2
253.01,0.2,255.65,253,6.86,6.48,437506.698,6477887.058,0.09,15-9-19-BT2
262.92,0.21,256.09,262.88,6.83,6.48,437506.668,6477887.058,0.03,15-9-19-BT2
272.98,0.24,266.62,272.97,6.77,6.47,437506.608,6477887.048,0.15,15-9-19-BT2
282.94,0.36,263.24,282.93,6.71,6.46,437506.548,6477887.038,0.37,15-9-19-BT2
293,0.45,262.97,292.98,6.64,6.47,437506.478,6477887.048,0.27,15-9-19-BT2
302.94,0.43,263.3,302.94,6.57,6.46,437506.408,6477887.038,0.06,15-9-19-BT2
313,0.47,258.58,312.98,6.5,6.46,437506.338,6477887.038,0.16,15-9-19-BT2
323.01,0.49,263.19,323,6.41,6.46,437506.248,6477887.038,0.13,15-9-19-BT2
332.98,0.43,266.94,332.94,6.33,6.45,437506.168,6477887.028,0.2,15-9-19-BT2
342.92,0.48,262.95,342.91,6.24,6.44,437506.078,6477887.018,0.18,15-9-19-BT2
352.96,0.48,259.02,352.94,6.16,6.45,437505.998,6477887.028,0.1,15-9-19-BT2
363.02,0.5,258.16,363,6.08,6.46,437505.918,6477887.038,0.06,15-9-19-BT2
372.96,0.45,247.73,372.95,6,6.48,437505.838,6477887.058,0.3,15-9-19-BT2
383.02,0.52,250.17,383,5.92,6.48,437505.758,6477887.058,0.22,15-9-19-BT2
392.96,0.47,236.7,392.96,5.84,6.44,437505.678,6477887.018,0.38,15-9-19-BT2
402.93,0.51,238.35,402.92,5.76,6.41,437505.598,6477886.988,0.13,15-9-19-BT2
413.04,0.45,241.29,413,5.7,6.38,437505.538,6477886.958,0.19,15-9-19-BT2
422.93,0.4,232.38,422.92,5.64,6.34,437505.478,6477886.918,0.25,15-9-19-BT2
432.93,0.42,231.7,432.92,5.57,6.32,437505.408,6477886.898,0.06,15-9-19-BT2
442.93,0.4,229.31,442.92,5.5,6.29,437505.338,6477886.868,0.08,15-9-19-BT2
453.02,0.37,222.08,453,5.44,6.25,437505.278,6477886.828,0.17,15-9-19-BT2
463.02,0.32,220.66,463,5.4,6.17,437505.238,6477886.748,0.15,15-9-19-BT2
472.94,0.31,222.28,472.93,5.36,6.13,437505.198,6477886.708,0.04,15-9-19-BT2
482.95,0.31,221.62,482.93,5.31,6.08,437505.148,6477886.658,0.01,15-9-19-BT2
493.02,0.34,219.71,493,5.26,6.04,437505.098,6477886.618,0.1,15-9-19-BT2
503.02,0.39,210.7,503.01,5.22,5.99,437505.058,6477886.568,0.23,15-9-19-BT2
512.93,0.32,225.75,512.91,5.17,5.97,437505.008,6477886.548,0.35,15-9-19-BT2
523,0.33,212.87,522.97,5.12,5.93,437504.958,6477886.508,0.22,15-9-19-BT2
533.01,0.39,214.21,533,5.07,5.87,437504.908,6477886.448,0.18,15-9-19-BT2
542.98,0.3,209.18,542.96,5.03,5.82,437504.868,6477886.398,0.29,15-9-19-BT2
552.94,0.36,212.08,552.93,5,5.76,437504.838,6477886.338,0.19,15-9-19-BT2
562.95,0.41,227.68,562.93,4.95,5.71,437504.788,6477886.288,0.35,15-9-19-BT2
572.91,0.78,266.95,572.89,4.85,5.68,437504.688,6477886.258,1.6,15-9-19-BT2
583.01,1.55,276.61,583,4.65,5.68,437504.488,6477886.258,2.35,15-9-19-BT2
593,2.39,281.49,592.98,4.31,5.75,437504.148,6477886.328,2.57,15-9-19-BT2
602.99,3.16,283.25,602.96,3.83,5.85,437503.669,6477886.428,2.33,15-9-19-BT2
612.93,4.08,285.37,612.87,3.21,6.01,437503.049,6477886.588,2.81,15-9-19-BT2
622.95,4.92,286.68,622.88,2.46,6.24,437502.299,6477886.818,2.53,15-9-19-BT2
632.94,5.82,287.58,632.81,1.58,6.5,437501.419,6477887.078,2.71,15-9-19-BT2
642.92,6.56,288.27,642.73,0.55,6.84,437500.39,6477887.418,2.24,15-9-19-BT2
653.04,7.21,288.54,652.74,-0.6,7.22,437499.24,6477887.797,1.93,15-9-19-BT2
663.02,7.77,288.61,662.67,-1.84,7.65,437498.001,6477888.227,1.68,15-9-19-BT2
672.94,8.69,288.83,672.48,-3.19,8.08,437496.651,6477888.657,2.78,15-9-19-BT2
683.01,9.52,288.81,682.43,-4.7,8.61,437495.142,6477889.187,2.47,15-9-19-BT2
692.96,10.22,289.3,692.25,-6.33,9.19,437493.512,6477889.767,2.13,15-9-19-BT2
702.95,11.07,289.03,702.05,-8.1,9.79,437491.743,6477890.367,2.56,15-9-19-BT2
712.96,11.8,289.03,711.86,-9.97,10.42,437489.874,6477890.996,2.19,15-9-19-BT2
722.92,12.67,288.57,721.59,-11.96,11.12,437487.884,6477891.696,2.64,15-9-19-BT2
732.95,13.47,287.91,731.37,-14.13,11.82,437485.715,6477892.396,2.43,15-9-19-BT2
743,14.53,287.45,741.11,-16.47,12.57,437483.376,6477893.146,3.18,15-9-19-BT2
753.02,15.57,287.42,750.78,-18.98,13.34,437480.867,6477893.915,3.11,15-9-19-BT2
762.99,16.72,287.36,760.37,-21.62,14.18,437478.228,6477894.755,3.46,15-9-19-BT2
772.97,17.75,287.8,769.89,-24.45,15.09,437475.399,6477895.665,3.12,15-9-19-BT2
782.99,18.69,287.97,779.44,-27.45,16.02,437472.4,6477896.594,2.82,15-9-19-BT2
793.01,19.66,287.74,788.87,-30.57,16.99,437469.281,6477897.564,2.91,15-9-19-BT2
802.96,20.57,288.04,798.23,-33.85,18.05,437466.002,6477898.624,2.76,15-9-19-BT2
812.99,21.3,287.97,807.59,-37.21,19.23,437462.643,6477899.803,2.18,15-9-19-BT2
822.99,22.09,287.69,816.88,-40.72,20.35,437459.134,6477900.923,2.39,15-9-19-BT2
832.98,22.85,287.66,826.12,-44.39,21.47,437455.466,6477902.042,2.28,15-9-19-BT2
842.95,23.67,287.39,835.27,-48.19,22.62,437451.667,6477903.192,2.49,15-9-19-BT2
852.98,24.19,287.08,844.45,-52.08,23.84,437447.778,6477904.412,1.6,15-9-19-BT2
862.93,24.59,286.91,853.49,-55.96,25.06,437443.9,6477905.631,1.22,15-9-19-BT2
872.92,25.21,286.81,862.56,-59.96,26.23,437439.901,6477906.801,1.87,15-9-19-BT2
882.95,25.91,286.59,871.6,-64.14,27.48,437435.723,6477908.05,2.11,15-9-19-BT2
892.97,26.5,286.41,880.59,-68.38,28.74,437431.484,6477909.31,1.78,15-9-19-BT2
902.92,27.07,286.03,889.47,-72.67,30.02,437427.196,6477910.589,1.79,15-9-19-BT2
912.95,27.77,285.79,898.38,-77.1,31.32,437422.767,6477911.889,2.12,15-9-19-BT2
923,28.41,285.48,907.24,-81.68,32.62,437418.189,6477913.189,1.96,15-9-19-BT2
932.97,29.15,285.27,915.98,-86.33,33.86,437413.54,6477914.428,2.25,15-9-19-BT2
942.95,29.83,285.12,924.67,-91.07,35.17,437408.802,6477915.738,2.06,15-9-19-BT2
952.95,30.36,284.97,933.32,-95.95,36.5,437403.924,6477917.067,1.61,15-9-19-BT2
962.96,30.97,284.56,941.92,-100.93,37.77,437398.946,6477918.337,1.93,15-9-19-BT2
972.93,31.52,284.24,950.44,-105.95,39.07,437393.927,6477919.636,1.73,15-9-19-BT2
982.93,32.23,284.23,958.93,-111.07,40.41,437388.809,6477920.976,2.13,15-9-19-BT2
992.94,32.92,284.17,967.37,-116.32,41.63,437383.561,6477922.195,2.07,15-9-19-BT2
1003,34.04,284.01,975.76,-121.71,42.99,437378.173,6477923.555,3.35,15-9-19-BT2
1012.92,34.89,283.95,983.95,-127.17,44.39,437372.715,6477924.954,2.57,15-9-19-BT2
1022.92,35.93,283.9,992.1,-132.78,45.69,437367.107,6477926.254,3.12,15-9-19-BT2
1032.95,36.82,283.81,1000.16,-138.54,47.11,437361.349,6477927.673,2.67,15-9-19-BT2
1042.98,37.5,283.71,1008.17,-144.42,48.64,437355.471,6477929.203,2.04,15-9-19-BT2
1052.98,38.22,283.78,1016.06,-150.39,50.06,437349.503,6477930.622,2.16,15-9-19-BT2
1062.93,39.31,283.74,1023.83,-156.47,51.56,437343.425,6477932.122,3.29,15-9-19-BT2
1072.93,40.35,283.72,1031.5,-162.7,53.12,437337.197,6477933.681,3.12,15-9-19-BT2
1082.95,41.42,283.68,1039.07,-169.07,54.66,437330.83,6477935.221,3.2,15-9-19-BT2
1092.99,42.56,283.68,1046.53,-175.66,56.18,437324.242,6477936.74,3.41,15-9-19-BT2
1102.98,43.31,283.68,1053.85,-182.25,57.85,437317.654,6477938.41,2.25,15-9-19-BT2
1112.92,44.1,283.66,1061.04,-188.9,59.37,437311.007,6477939.929,2.38,15-9-19-BT2
1122.98,45.14,283.68,1068.2,-195.85,60.95,437304.059,6477941.509,3.1,15-9-19-BT2
1132.92,46.24,283.63,1075.14,-202.73,62.6,437297.181,6477943.158,3.32,15-9-19-BT2
1142.93,47.3,283.28,1081.99,-209.85,64.36,437290.064,6477944.917,3.27,15-9-19-BT2
1152.94,48.34,283.07,1088.72,-217.04,66.08,437282.876,6477946.637,3.15,15-9-19-BT2
1162.94,49.45,282.71,1095.3,-224.34,67.91,437275.579,6477948.466,3.43,15-9-19-BT2
1172.96,50.48,282.51,1101.74,-231.82,69.44,437268.102,6477949.996,3.12,15-9-19-BT2
1182.95,51.54,282.35,1108.02,-239.39,71.14,437260.534,6477951.695,3.21,15-9-19-BT2
1192.97,52.49,282.23,1114.19,-247.1,72.84,437252.827,6477953.394,2.86,15-9-19-BT2
1202.92,53.47,282.21,1120.19,-254.86,74.49,437245.07,6477955.044,2.96,15-9-19-BT2
1212.95,54.43,282.13,1126.1,-262.81,76.19,437237.123,6477956.743,2.88,15-9-19-BT2
1222.96,55.44,282.04,1131.84,-270.8,77.69,437229.135,6477958.243,3.04,15-9-19-BT2
1232.96,56.26,281.97,1137.47,-278.91,79.55,437221.028,6477960.102,2.47,15-9-19-BT2
1242.94,57.07,281.89,1142.96,-287.04,81.18,437212.901,6477961.731,2.44,15-9-19-BT2
1252.95,57.44,281.86,1148.36,-295.23,82.9,437204.714,6477963.451,1.11,15-9-19-BT2
1262.92,57.71,281.94,1153.71,-303.5,84.58,437196.447,6477965.13,0.84,15-9-19-BT2
1272.93,58.1,282.02,1159.02,-311.8,86.4,437188.15,6477966.95,1.19,15-9-19-BT2
1282.92,58.55,282.12,1164.28,-320.1,88.18,437179.853,6477968.729,1.38,15-9-19-BT2
1292.93,58.89,282.21,1169.47,-328.45,89.98,437171.506,6477970.528,1.04,15-9-19-BT2
1302.94,59.08,282.25,1174.63,-336.77,91.79,437163.189,6477972.338,0.58,15-9-19-BT2
1312.93,59.24,282.36,1179.74,-345.15,93.72,437154.812,6477974.267,0.56,15-9-19-BT2
1322.91,58.95,282.42,1184.89,-353.5,95.49,437146.464,6477976.036,0.89,15-9-19-BT2
1332.92,58.46,282.41,1190.09,-361.88,97.3,437138.087,6477977.846,1.47,15-9-19-BT2
1342.91,58.05,282.3,1195.34,-370.14,99.06,437129.83,6477979.605,1.26,15-9-19-BT2
1352.96,57.74,282.38,1200.68,-378.46,100.88,437121.513,6477981.425,0.95,15-9-19-BT2
1362.95,57.37,282.5,1206.04,-386.67,102.75,437113.306,6477983.294,1.15,15-9-19-BT2
1372.94,56.77,282.55,1211.48,-394.84,104.6,437105.139,6477985.143,1.81,15-9-19-BT2
1382.94,56.41,282.66,1216.98,-403.01,106.28,437096.972,6477986.823,1.11,15-9-19-BT2
1392.93,55.92,282.79,1222.54,-411.11,108.12,437088.875,6477988.662,1.51,15-9-19-BT2
1402.91,55.83,282.9,1228.13,-419.21,110.1,437080.778,6477990.641,0.38,15-9-19-BT2
1412.91,56.29,282.99,1233.74,-427.21,111.8,437072.78,6477992.341,1.4,15-9-19-BT2
1422.94,57.06,282.99,1239.26,-435.44,113.84,437064.553,6477994.38,2.3,15-9-19-BT2
1432.95,57.71,283.05,1244.64,-443.59,115.8,437056.406,6477996.339,1.95,15-9-19-BT2
1442.92,57.8,283.03,1249.96,-451.73,117.68,437048.269,6477998.219,0.28,15-9-19-BT2
1452.96,58.17,283.07,1255.27,-460.04,119.55,437039.962,6478000.088,1.11,15-9-19-BT2
1462.95,58.84,283.07,1260.5,-468.38,121.35,437031.625,6478001.887,2.01,15-9-19-BT2
1472.96,59.11,283.03,1265.65,-476.75,123.39,437023.258,6478003.927,0.82,15-9-19-BT2
1482.92,58.79,283.17,1270.76,-485,125.4,437015.011,6478005.936,1.03,15-9-19-BT2
1492.92,58.1,283.47,1276.03,-493.3,127.29,437006.714,6478007.825,2.21,15-9-19-BT2
1498,58.24,283.82,1278.71,-497.5,128.31,437002.515,6478008.845,1.94,15-9-19-BT2
1502.93,58.37,284.16,1281.3,-501.56,129.28,436998.457,6478009.815,1.93,15-9-19-BT2
1512.96,57.92,285.43,1286.58,-509.84,131.41,436990.18,6478011.944,3.5,15-9-19-BT2
1522.92,58.21,286.17,1291.85,-517.9,133.82,436982.122,6478014.353,2.08,15-9-19-BT2
1532.93,58.54,286.91,1297.1,-526.1,136.26,436973.925,6478016.792,2.13,15-9-19-BT2
1542.95,58.94,287.86,1302.3,-534.22,138.78,436965.808,6478019.311,2.71,15-9-19-BT2
1552.94,59.25,289.02,1307.43,-542.41,141.53,436957.621,6478022.06,3.13,15-9-19-BT2
1562.95,59.51,290.37,1312.52,-550.52,144.37,436949.514,6478024.899,3.57,15-9-19-BT2
1572.95,59.89,291.64,1317.57,-558.56,147.44,436941.477,6478027.968,3.48,15-9-19-BT2
1582.92,60.35,292.71,1322.54,-566.55,150.71,436933.49,6478031.237,3.12,15-9-19-BT2
1592.91,60.53,293.59,1327.46,-574.11,153.98,436925.932,6478034.506,2.36,15-9-19-BT2
1602.92,60.6,293.59,1332.37,-582.55,157.67,436917.495,6478038.195,0.21,15-9-19-BT2
1612.92,61.11,296.18,1337.2,-590.33,161.69,436909.718,6478042.213,6.96,15-9-19-BT2
1622.93,61.24,296.73,1342.01,-598.15,165.59,436901.901,6478046.112,1.5,15-9-19-BT2
1632.92,61.29,296.86,1346.81,-605.89,169.6,436894.163,6478050.12,0.37,15-9-19-BT2
1642.94,61.37,296.55,1351.61,-613.81,173.54,436886.246,6478054.059,0.85,15-9-19-BT2
1652.92,61,295.82,1356.43,-621.62,177.36,436878.439,6478057.878,2.22,15-9-19-BT2
1662.93,60.08,294.56,1361.35,-629.52,181.1,436870.542,6478061.616,4.29,15-9-19-BT2
1672.92,59.62,293.7,1366.36,-637.4,184.65,436862.664,6478065.165,2.63,15-9-19-BT2
1682.92,59.45,292.95,1371.42,-645.27,188.07,436854.797,6478068.584,2.01,15-9-19-BT2
1692.93,59.31,292.46,1376.52,-653.16,191.34,436846.91,6478071.853,1.33,15-9-19-BT2
1702.94,59.66,291.72,1381.62,-661.11,194.61,436838.963,6478075.122,2.18,15-9-19-BT2
1712.92,59.8,290.88,1386.64,-669.1,197.76,436830.976,6478078.27,2.22,15-9-19-BT2
1722.94,59.87,290.17,1391.68,-677.1,200.82,436822.978,6478081.329,1.85,15-9-19-BT2
1732.94,59.76,289.48,1396.71,-685.36,203.86,436814.721,6478084.368,1.82,15-9-19-BT2
1742.94,59.47,288.59,1401.77,-693.44,206.77,436806.644,6478087.277,2.46,15-9-19-BT2
1752.91,59.4,288.09,1406.84,-701.62,209.62,436798.467,6478090.126,1.31,15-9-19-BT2
1762.94,59.17,287.16,1411.94,-709.92,212.24,436790.17,6478092.745,2.49,15-9-19-BT2
1772.95,58.98,286.5,1417.08,-718.19,214.66,436781.903,6478095.165,1.79,15-9-19-BT2
1782.94,59.09,285.91,1422.22,-726.4,217.07,436773.696,6478097.574,1.55,15-9-19-BT2
1792.93,59.2,285.06,1427.35,-734.71,219.4,436765.389,6478099.903,2.22,15-9-19-BT2
1802.94,58.91,284.24,1432.5,-743.05,221.66,436757.052,6478102.162,2.28,15-9-19-BT2
1812.94,59,283.73,1437.66,-751.4,223.76,436748.705,6478104.261,1.34,15-9-19-BT2
1822.94,58.85,282.97,1442.81,-759.84,225.57,436740.268,6478106.071,2,15-9-19-BT2
1832.93,58.73,282.37,1447.98,-767.91,227.4,436732.2,6478107.9,1.58,15-9-19-BT2
1842.96,58.67,282.14,1453.2,-776.58,229.28,436723.533,6478109.779,0.61,15-9-19-BT2
1852.93,58.72,281.99,1458.37,-784.94,231.11,436715.176,6478111.609,0.41,15-9-19-BT2
1862.93,58.7,281.93,1463.57,-793.23,232.85,436706.889,6478113.348,0.17,15-9-19-BT2
1872.92,58.68,282.03,1468.75,-801.66,234.57,436698.462,6478115.068,0.26,15-9-19-BT2
1882.95,58.74,281.88,1473.97,-809.96,236.37,436690.165,6478116.867,0.42,15-9-19-BT2
1892.95,58.64,281.83,1479.17,-818.37,238.15,436681.758,6478118.646,0.33,15-9-19-BT2
1902.91,58.54,281.81,1484.35,-826.8,239.85,436673.331,6478120.346,0.31,15-9-19-BT2
1912.95,58.68,281.78,1489.59,-835.11,241.62,436665.024,6478122.115,0.43,15-9-19-BT2
1922.93,58.88,281.68,1494.73,-843.56,243.35,436656.577,6478123.844,0.65,15-9-19-BT2
1932.91,58.84,281.59,1499.92,-851.88,245.06,436648.26,6478125.554,0.26,15-9-19-BT2
1942.92,58.75,281.62,1505.12,-860.38,246.75,436639.763,6478127.243,0.28,15-9-19-BT2
1952.95,58.64,281.56,1510.32,-868.73,248.41,436631.416,6478128.903,0.36,15-9-19-BT2
1962.95,58.67,281.38,1515.52,-876.97,250.15,436623.179,6478130.642,0.47,15-9-19-BT2
1972.94,58.63,281.37,1520.73,-885.45,251.74,436614.702,6478132.231,0.12,15-9-19-BT2
1982.93,58.82,281.48,1525.93,-893.81,253.38,436606.345,6478133.871,0.64,15-9-19-BT2
1992.93,58.75,281.34,1531.13,-902.26,255.17,436597.898,6478135.66,0.42,15-9-19-BT2
2002.94,58.75,281.38,1536.32,-910.53,256.87,436589.631,6478137.36,0.1,15-9-19-BT2
2012.91,58.81,282.42,1541.5,-919.02,258.66,436581.144,6478139.149,2.68,15-9-19-BT2
2022.94,58.81,282.6,1546.69,-926.88,260.4,436573.286,6478140.888,0.46,15-9-19-BT2
2032.95,58.84,282.63,1551.88,-935.36,262.21,436564.809,6478142.698,0.12,15-9-19-BT2
2042.93,58.78,282.54,1557.06,-943.93,263.98,436556.242,6478144.467,0.29,15-9-19-BT2
2052.93,58.73,282.5,1562.24,-952.27,265.95,436547.905,6478146.436,0.18,15-9-19-BT2
2062.92,58.74,282.41,1567.42,-960.61,267.73,436539.568,6478148.216,0.23,15-9-19-BT2
2072.91,58.86,282.42,1572.6,-968.86,269.54,436531.321,6478150.025,0.36,15-9-19-BT2
2082.93,58.78,282.32,1577.78,-977.22,271.41,436522.964,6478151.895,0.35,15-9-19-BT2
2092.95,58.78,282.26,1582.98,-985.56,273.25,436514.627,6478153.734,0.15,15-9-19-BT2
2102.94,58.78,282.21,1588.16,-993.89,274.99,436506.3,6478155.473,0.13,15-9-19-BT2
2112.93,58.79,282.19,1593.33,-1002.19,276.82,436498.003,6478157.303,0.06,15-9-19-BT2
2122.92,58.92,282.2,1598.5,-1010.64,278.62,436489.556,6478159.102,0.39,15-9-19-BT2
2132.93,58.9,282.02,1603.67,-1018.93,280.51,436481.269,6478160.991,0.47,15-9-19-BT2
2142.94,58.94,282.03,1608.85,-1027.18,282.25,436473.022,6478162.731,0.12,15-9-19-BT2
2152.94,58.88,281.97,1614.02,-1035.7,284.06,436464.505,6478164.54,0.24,15-9-19-BT2
2162.92,58.92,281.92,1619.17,-1043.95,285.82,436456.258,6478166.299,0.18,15-9-19-BT2
2172.94,58.91,281.9,1624.33,-1052.28,287.59,436447.931,6478168.069,0.06,15-9-19-BT2
2182.95,58.99,281.85,1629.49,-1060.66,289.41,436439.554,6478169.888,0.27,15-9-19-BT2
2192,58.05,283.94,1634.22,-1068.183,291.132,436432.033,6478171.609,6.68,15-9-19-BT2
2202,57.3,283.83,1639.56,-1076.386,293.16,436423.833,6478173.636,2.27,15-9-19-BT2
2212,56.5,284.11,1645.02,-1084.515,295.182,436415.706,6478175.658,2.5,15-9-19-BT2
2222,55.68,284.21,1650.6,-1092.562,297.212,436407.662,6478177.687,2.47,15-9-19-BT2
2232,54.57,284.14,1656.32,-1100.516,299.221,436399.711,6478179.696,3.33,15-9-19-BT2
2309,53,283.4,1701.81,-1160.851,314.011,436339.397,6478194.481,0.65,15-9-19-BT2
2320,52,282.1,1708.51,-1169.363,315.938,436330.889,6478196.407,3.92,15-9-19-BT2
2348,49.8,279.9,1726.17,-1190.688,320.09,436309.572,6478200.557,2.98,15-9-19-BT2
2378,45.2,273.8,1746.44,-1212.617,322.768,436287.65,6478203.234,6.43,15-9-19-BT2
2406,40.9,271.7,1766.9,-1231.702,323.698,436268.572,6478204.165,4.86,15-9-19-BT2
2435,38.5,267.5,1789.21,-1250.215,323.586,436250.065,6478204.052,3.72,15-9-19-BT2
2464,35.7,263.9,1812.34,-1267.652,322.293,436232.634,6478202.76,3.66,15-9-19-BT2
2493,32.6,258.4,1836.35,-1283.726,319.822,436216.566,6478200.289,4.52,15-9-19-BT2
2521,30.4,252.1,1860.23,-1297.862,316.126,436202.435,6478196.595,4.24,15-9-19-BT2
2551,28.7,243.8,1886.33,-1311.555,310.61,436188.747,6478191.081,4.43,15-9-19-BT2
2579,26.2,236.3,1911.19,-1322.735,304.209,436177.571,6478184.682,4.57,15-9-19-BT2
2608,23.4,230.3,1937.51,-1332.495,296.976,436167.814,6478177.452,3.89,15-9-19-BT2
2637,22,222.3,1964.27,-1340.584,289.278,436159.728,6478169.756,3.5,15-9-19-BT2
2666,21.8,213,1991.19,-1347.174,280.742,436153.14,6478161.223,3.59,15-9-19-BT2
2694,21.2,202,2017.25,-1351.905,271.684,436148.412,6478152.168,4.36,15-9-19-BT2
2724,21.7,192.3,2045.18,-1355.119,261.232,436145.198,6478141.72,3.58,15-9-19-BT2
2753,23.3,183.5,2071.98,-1356.612,250.265,436143.706,6478130.757,3.85,15-9-19-BT2
2782,25.9,177.2,2098.35,-1356.653,238.21,436143.665,6478118.706,3.82,15-9-19-BT2
2810,28.8,167.5,2123.23,-1354.893,225.509,436145.424,6478106.009,5.69,15-9-19-BT2
2838,29.7,165,2147.66,-1351.638,212.223,436148.678,6478092.728,1.63,15-9-19-BT2
2868,32.3,160.4,2173.38,-1347.024,197.489,436153.29,6478077.999,3.52,15-9-19-BT2
2897,33.6,157.4,2197.71,-1341.34,182.78,436158.972,6478063.296,2.16,15-9-19-BT2
2916,34.4,157,2213.47,-1337.223,172.986,436163.088,6478053.505,1.31,15-9-19-BT2
2945,34.4,151.4,2237.4,-1330.099,158.249,436170.21,6478038.773,3.27,15-9-19-BT2
2975,34.3,151.3,2262.17,-1321.983,143.394,436178.323,6478023.923,0.11,15-9-19-BT2
3000,34.1,147.8,2282.85,-1314.865,131.284,436185.438,6478011.818,2.37,15-9-19-BT2
3029,34.4,148,2306.82,-1306.192,117.458,436194.108,6477997.996,0.33,15-9-19-BT2
3061,33.8,149.1,2333.32,-1296.831,102.154,436203.466,6477982.698,0.81,15-9-19-BT2
3090,31.5,158.2,2357.75,-1289.87,88.188,436210.425,6477968.737,5.6,15-9-19-BT2
3119,31.4,161.3,2382.49,-1284.634,73.997,436215.659,6477954.551,1.68,15-9-19-BT2
3148,31.6,160.1,2407.22,-1279.625,59.697,436220.665,6477940.256,0.68,15-9-19-BT2
3177,31.4,160.9,2431.94,-1274.567,45.414,436225.722,6477925.978,0.48,15-9-19-BT2
3203,31.1,159.6,2454.17,-1270.01,32.719,436230.277,6477913.288,0.85,15-9-19-BT2
3235,31.8,159.5,2481.47,-1264.177,17.076,436236.109,6477897.65,0.66,15-9-19-BT2
3264,31.9,156.7,2506.1,-1258.47,2.88,436241.814,6477883.46,1.53,15-9-19-BT2
